RegionID,SizeRank,RegionName,RegionType,StateName,City,DOM,ZipCode,County,Latitude_zillow,Longitude_zillow,GeoID_zillow,CountyFIPS_zillow,S2Id,DENSITY_DOM,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,E_HU,E_HH,E_POV150,E_UNEMP,E_HBURD,E_NOHSDP,E_UNINSUR,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_LIMENG,E_MINRTY,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,E_AFAM,E_HISP,E_ASIAN,E_AIAN,E_NHPI,E_TWOMORE,E_OTHERRACE,rowId,Latitude_svi,Longitude_svi,GeoID_svi,CountyFIPS_svi,ZIP,POP_DENSITY,DENSITY_POV150,DENSITY_UNEMP,DENSITY_NOHSDP,DENSITY_UNINSUR,DENSITY_AGE65,DENSITY_AGE17,DENSITY_DISABL,DENSITY_SNGPNT,DENSITY_LIMENG,DENSITY_MINRTY,DENSITY_MUNIT,DENSITY_MOBILE,DENSITY_CROWD,DENSITY_NOVEH,DENSITY_GROUPQ
394359,288,"Bangor, ME",msa,ME,BANGOR,41.0,4402,PENOBSCOT,44.99074795000001,-68.78687709999997,2301902795,23019,552585320118345,-0.2984499958554664,23,Maine,ME,23019,Penobscot County,23019004300,Census Tract 43; Penobscot County; Maine,8.296164407552,4907,2243,2138,1170,69,870,109,440,985,999,819,111,17,159,208,127,0,186,56,0.6395,0.2701,0.8615,0.1648,0.6261,2.562,0.5258,0.6942,0.423,0.7377,0.5155,0.3184,2.6888,0.6307,0.0261,0.0261,0.0261,0.6271,0.7198,0.0,0.7055,0.7006,2.753,0.7057,8.0299,0.5621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3281,247,0,6,1,0,0,20,132,25769806554,44.99074795000001,-68.78687709999997,2301902795,23019,04402,591.4781529080061,-0.07781578535920777,-0.06908636996293513,-0.12469371174957479,-0.06772925913261396,-0.08241401099546292,-0.07284453438727115,-0.07185314068952414,-0.06910382682414963,-0.16358025438063734,-0.07262777429624545,-0.04938787709568425,-0.0836346262247439,-0.08208695035304364,-0.06047216160182364,-0.26169632683562605
395018,240,"Redding, CA",msa,CA,REDDING,47.0,96119,KERN,40.4352536,-120.5781354111111,0603591820,06035,926772800182372,0.031834666224583086,06,California,CA,06035,Lassen County,06035040400,Census Tract 404; Lassen County; California,151.222268785978,7717,568,444,242,4,65,2726,81,214,431,157,0,197,5374,0,142,15,0,6478,0.4901,0.0553,0.1587,0.9836,0.451,2.1387,0.3959,0.0165,0.0278,0.4465,0.0,0.6439,1.1347,0.0285,0.7889,0.7889,0.7889,0.0,0.9262,0.6761,0.0,0.9945,2.5968,0.6392,6.6591,0.3414,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,11464,26,1706,3273,166,125,14,72,18,5576,40.4352536,-120.5781354111111,0603590240,06035,96068,51.03084394879515,-0.06821722851827178,-0.07003081018166636,0.6171488398801914,-0.0645350756787927,-0.07163369572891856,-0.054047391530990425,-0.0652474811779949,-0.07449242251973413,1.1731746460857222,0.09007270532484453,-0.07449488163279404,-0.06053552489042711,-0.06147661876895458,-0.06844878413668636,3.8015025831936393
395166,389,"Truckee, CA",msa,CA,TRUCKEE,54.0,96119,KERN,40.4352536,-120.5781354111111,0603591820,06035,926772800182372,0.4171667719846408,06,California,CA,06035,Lassen County,06035040400,Census Tract 404; Lassen County; California,151.222268785978,7717,568,444,242,4,65,2726,81,214,431,157,0,197,5374,0,142,15,0,6478,0.4901,0.0553,0.1587,0.9836,0.451,2.1387,0.3959,0.0165,0.0278,0.4465,0.0,0.6439,1.1347,0.0285,0.7889,0.7889,0.7889,0.0,0.9262,0.6761,0.0,0.9945,2.5968,0.6392,6.6591,0.3414,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,11464,26,1706,3273,166,125,14,72,18,5576,40.4352536,-120.5781354111111,0603590240,06035,96068,51.03084394879515,-0.06821722851827178,-0.07003081018166636,0.6171488398801914,-0.0645350756787927,-0.07163369572891856,-0.054047391530990425,-0.0652474811779949,-0.07449242251973413,1.1731746460857222,0.09007270532484453,-0.07449488163279404,-0.06053552489042711,-0.06147661876895458,-0.06844878413668636,3.8015025831936393
395183,123,"Vallejo, CA",msa,CA,VALLEJO,37.0,96119,KERN,40.4352536,-120.5781354111111,0603591820,06035,926772800182372,-0.5186397705754994,06,California,CA,06035,Lassen County,06035040400,Census Tract 404; Lassen County; California,151.222268785978,7717,568,444,242,4,65,2726,81,214,431,157,0,197,5374,0,142,15,0,6478,0.4901,0.0553,0.1587,0.9836,0.451,2.1387,0.3959,0.0165,0.0278,0.4465,0.0,0.6439,1.1347,0.0285,0.7889,0.7889,0.7889,0.0,0.9262,0.6761,0.0,0.9945,2.5968,0.6392,6.6591,0.3414,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,11464,26,1706,3273,166,125,14,72,18,5576,40.4352536,-120.5781354111111,0603590240,06035,96068,51.03084394879515,-0.06821722851827178,-0.07003081018166636,0.6171488398801914,-0.0645350756787927,-0.07163369572891856,-0.054047391530990425,-0.0652474811779949,-0.07449242251973413,1.1731746460857222,0.09007270532484453,-0.07449488163279404,-0.06053552489042711,-0.06147661876895458,-0.06844878413668636,3.8015025831936393
395134,77,"Stockton, CA",msa,CA,STOCKTON,36.0,96119,SAN JOAQUIN,40.4352536,-120.5781354111111,0603591820,06035,926772800182372,-0.5736872142555076,06,California,CA,06035,Lassen County,06035040400,Census Tract 404; Lassen County; California,151.222268785978,7717,568,444,242,4,65,2726,81,214,431,157,0,197,5374,0,142,15,0,6478,0.4901,0.0553,0.1587,0.9836,0.451,2.1387,0.3959,0.0165,0.0278,0.4465,0.0,0.6439,1.1347,0.0285,0.7889,0.7889,0.7889,0.0,0.9262,0.6761,0.0,0.9945,2.5968,0.6392,6.6591,0.3414,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,11464,26,1706,3273,166,125,14,72,18,5576,40.4352536,-120.5781354111111,0603590240,06035,96068,51.03084394879515,-0.06821722851827178,-0.07003081018166636,0.6171488398801914,-0.0645350756787927,-0.07163369572891856,-0.054047391530990425,-0.0652474811779949,-0.07449242251973413,1.1731746460857222,0.09007270532484453,-0.07449488163279404,-0.06053552489042711,-0.06147661876895458,-0.06844878413668636,3.8015025831936393
394775,30,"Las Vegas, NV",msa,NV,LAS VEGAS,43.0,89425,CLARK,41.064314839999994,-117.76951278000001,3201394546,32013,926867240411331,-0.1883551084954499,32,Nevada,NV,32013,Humboldt County,32013010600,Census Tract 106; Humboldt County; Nevada,1699.108157840868,2393,970,899,873,76,209,199,412,343,570,349,57,70,845,0,546,67,39,0,0.839,0.6498,0.4623,0.6803,0.8812,3.5126,0.7981,0.385,0.6384,0.6222,0.6033,0.6797,2.9286,0.7643,0.5261,0.5261,0.5261,0.0,0.9944,0.859,0.4676,0.0,2.321,0.5177,9.2883,0.7435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2995,29,0,471,21,194,0,159,0,34359742587,41.064314839999994,-117.76951278000001,3201394798,32013,89404,1.408385916433296,2.0677959012827825,1.2596380515940162,1.841761558572238,1.0373875477893675,0.9489421477703738,1.0483536256608887,0.8902255890608113,1.0876102799803087,17.166036995343415,0.8562837572209412,-0.07449488163279404,3.401703247297186,3.253556326081549,0.6339564486456923,-0.26472905330033447
395019,113,"Reno, NV",msa,NV,RENO,51.0,89023,WASHOE,36.62590888666667,-116.15207114,3202394938,32023,927959419922123,0.25202444094461607,32,Nevada,NV,32023,Nye County,32023960413,Census Tract 9604.13; Nye County; Nevada,8.434705527192,3563,1662,1406,1198,214,309,458,442,988,718,700,42,36,831,32,682,75,90,1,0.8029,0.9576,0.4206,0.7848,0.7649,3.7308,0.851,0.9114,0.4098,0.8445,0.2947,0.4592,2.9196,0.7596,0.3793,0.3793,0.3793,0.3894,0.979,0.7893,0.6032,0.0,2.7609,0.7092,9.7906,0.8051,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,2300,376,58,568,45,0,28,106,26,34359742624,36.62590888666667,-116.15207114,3202394728,32023,89022,422.4213860831914,-0.07483657347805016,-0.05946387640255122,-0.1121526685304428,-0.06658376892567287,-0.07954188420118084,-0.07281466845365832,-0.07078943441633039,-0.07163749739794327,-0.14387557749489302,-0.06999704009440796,-0.06908641250405972,-0.07104317046005593,-0.06963773909798848,-0.06304445965040598,-0.2646532238295941
395056,17,"San Diego, CA",msa,CA,SAN DIEGO,39.0,92168,SAN DIEGO,32.876304211533274,-117.11257490284932,0607392780,06073,928529517206227,-0.4085448832154829,06,California,CA,06073,San Diego County,06073018608,Census Tract 186.08; San Diego County; California,1.51988859249,3247,1029,997,230,49,183,309,197,657,652,725,75,134,1342,0,54,16,22,3,0.1357,0.338,0.2883,0.6803,0.4654,1.9077,0.3263,0.6987,0.4031,0.9236,0.6844,0.741,3.4508,0.944,0.5854,0.5854,0.5854,0.0,0.7098,0.4774,0.2719,0.3692,1.8283,0.3103,7.7722,0.521,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1005,47,135,1084,53,0,1,69,0,8589935440,32.876304211533274,-117.11257490284932,0607392780,06073,91910,2136.340792373809,-0.0843109349137185,-0.07139905954293566,-0.12524616988710158,-0.07019743624915101,-0.08820358786150066,-0.07669414562697278,-0.07593428419956008,-0.07348437255393041,-0.15172476627354106,-0.07207114977441087,-0.07449488163279404,-0.08533868630827378,-0.08156180936127923,-0.0681875698342434,-0.264684071726818
394761,116,"Lafayette, LA",msa,LA,LAFAYETTE,56.0,70509,LAFAYETTE PARISH,30.204543800000003,-92.04084840344828,2205595737,22055,966602251706219,0.5272616593446573,22,Louisiana,LA,22055,Lafayette Parish,22055001909,Census Tract 19.09; Lafayette Parish; Louisiana,4.170540984912,2028,816,774,836,35,164,251,24,226,592,474,64,0,620,0,509,0,0,3,0.8855,0.4875,0.3922,0.8282,0.0576,2.651,0.5532,0.2215,0.8796,0.9288,0.7286,0.0,2.7585,0.6722,0.4739,0.4739,0.4739,0.0,0.9966,0.0,0.0,0.3692,1.3658,0.1607,7.2492,0.4353,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,1087,16,468,152,0,0,0,0,0,25769805568,30.204543800000003,-92.04084840344828,2205595752,22055,70503,486.26785046275995,-0.07871474821937609,-0.07018891658930419,-0.12006865877104264,-0.07035975651472648,-0.08753316413745252,-0.07415635890505473,-0.07345348400580659,-0.07071325845939225,-0.17360732403172335,-0.07106923409823805,-0.07449488163279404,-0.0761502691546994,-0.08208695035304364,-0.06844878413668636,-0.2645314338806734
394658,133,"Gulfport, MS",msa,MS,GULFPORT,67.0,39044,HARRISON,32.283249802702706,-90.02137885135136,2812190549,28121,966702304832797,1.1327835398247479,28,Mississippi,MS,28121,Rankin County,28121020218,Census Tract 202.18; Rankin County; Mississippi,4.38055305967,5983,2246,2039,150,134,242,228,546,831,1454,833,50,103,1052,132,155,67,0,0,0.0199,0.4016,0.0876,0.3546,0.6309,1.4946,0.2093,0.3632,0.6685,0.5851,0.2429,0.572,2.4317,0.4706,0.293,0.293,0.293,0.5456,0.7428,0.6683,0.0,0.0,1.9567,0.3622,6.176,0.2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5705,14,621,72,0,0,0,359,0,34359739324,32.283249802702706,-90.02137885135136,2812191287,28121,39042,1365.8092753362782,-0.08430341940361387,-0.06954403333258284,-0.12493549195307982,-0.06903263160288611,-0.0869205736243986,-0.07458161985838428,-0.07487806263782196,-0.07344125659118368,-0.14729792152451376,-0.07185110399280971,-0.06759480129052549,-0.08454522228116644,-0.0786473244128704,-0.06844878413668636,-0.26472905330033447
394711,98,"Jackson, MS",msa,MS,JACKSON,47.0,39236,HINDS,32.3072222641791,-90.24990367611937,2804990225,28049,966703415707877,0.031834666224583086,28,Mississippi,MS,28049,Hinds County,28049011500,Census Tract 115; Hinds County; Mississippi,0.725124266528,3199,842,555,451,71,175,116,583,186,143,181,13,0,2965,78,3,0,67,2261,0.9337,0.9118,0.6991,0.7956,0.8967,4.2369,0.9493,0.0501,0.0226,0.0655,0.2216,0.0,0.3598,0.003,0.9268,0.9268,0.9268,0.625,0.4752,0.0,0.7988,0.9932,2.8922,0.7617,8.4157,0.6206,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,5660,134,2872,21,30,0,0,42,0,34359738944,32.3072222641791,-90.24990367611937,2804990963,28049,39041,4411.657625688456,-0.08432979626029359,-0.07156791295487214,-0.1268953670514527,-0.07004618313306131,-0.08933514050372102,-0.07745300086314118,-0.0770990765518766,-0.07440781034054764,-0.17360732403172335,-0.07200314203992639,-0.07323258019799504,-0.08555994177114393,-0.08208695035304364,-0.0680635561715484,-0.24831247344699808
394872,222,"Monroe, LA",msa,LA,MONROE,46.0,71455,OUACHITA PARISH,31.757420736363642,-93.09047580000001,2206995512,22069,966936623242237,-0.023212777455425156,22,Louisiana,LA,22069,Natchitoches Parish,22069000200,Census Tract 2; Natchitoches Parish; Louisiana,82.257331092894,3089,1845,1397,1237,139,361,657,233,588,548,718,123,0,1061,41,865,0,83,0,0.8839,0.9175,0.5465,0.9341,0.5433,3.8253,0.8713,0.6417,0.2655,0.9254,0.7532,0.0,2.5858,0.5664,0.5156,0.5156,0.5156,0.4056,0.9871,0.0,0.5759,0.0,1.9686,0.367,8.8953,0.6906,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,2206,371,797,0,0,95,0,99,70,25769805667,31.757420736363642,-93.09047580000001,2206995308,22069,71019,37.55288384583694,0.02970126910766295,0.01937355819220367,0.1165426149640922,-0.04704759326895948,-0.022749718400992328,-0.03694722840388371,-0.0026106766251971177,0.019556353210055822,-0.17360732403172335,-0.02928126240208023,0.0034541702033542357,0.12163278699832336,-0.08208695035304364,-0.012385362061209841,-0.26472905330033447
395096,141,"Shreveport, LA",msa,LA,SHREVEPORT,63.0,71455,CADDO PARISH,31.757420736363642,-93.09047580000001,2206995512,22069,966936623242237,0.9125937651047149,22,Louisiana,LA,22069,Natchitoches Parish,22069000200,Census Tract 2; Natchitoches Parish; Louisiana,82.257331092894,3089,1845,1397,1237,139,361,657,233,588,548,718,123,0,1061,41,865,0,83,0,0.8839,0.9175,0.5465,0.9341,0.5433,3.8253,0.8713,0.6417,0.2655,0.9254,0.7532,0.0,2.5858,0.5664,0.5156,0.5156,0.5156,0.4056,0.9871,0.0,0.5759,0.0,1.9686,0.367,8.8953,0.6906,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,2206,371,797,0,0,95,0,99,70,25769805667,31.757420736363642,-93.09047580000001,2206995308,22069,71019,37.55288384583694,0.02970126910766295,0.01937355819220367,0.1165426149640922,-0.04704759326895948,-0.022749718400992328,-0.03694722840388371,-0.0026106766251971177,0.019556353210055822,-0.17360732403172335,-0.02928126240208023,0.0034541702033542357,0.12163278699832336,-0.08208695035304364,-0.012385362061209841,-0.26472905330033447
394910,47,"New Orleans, LA",msa,LA,NEW ORLEANS,77.0,71455,ORLEANS PARISH,31.757420736363642,-93.09047580000001,2206995512,22069,966936623242237,1.6832579766248303,22,Louisiana,LA,22069,Natchitoches Parish,22069000200,Census Tract 2; Natchitoches Parish; Louisiana,82.257331092894,3089,1845,1397,1237,139,361,657,233,588,548,718,123,0,1061,41,865,0,83,0,0.8839,0.9175,0.5465,0.9341,0.5433,3.8253,0.8713,0.6417,0.2655,0.9254,0.7532,0.0,2.5858,0.5664,0.5156,0.5156,0.5156,0.4056,0.9871,0.0,0.5759,0.0,1.9686,0.367,8.8953,0.6906,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,2206,371,797,0,0,95,0,99,70,25769805667,31.757420736363642,-93.09047580000001,2206995308,22069,71019,37.55288384583694,0.02970126910766295,0.01937355819220367,0.1165426149640922,-0.04704759326895948,-0.022749718400992328,-0.03694722840388371,-0.0026106766251971177,0.019556353210055822,-0.17360732403172335,-0.02928126240208023,0.0034541702033542357,0.12163278699832336,-0.08208695035304364,-0.012385362061209841,-0.26472905330033447
394367,66,"Baton Rouge, LA",msa,LA,BATON ROUGE,69.0,71455,EAST BATON ROUGE PARISH,31.757420736363642,-93.09047580000001,2206995512,22069,966936623242237,1.2428784271847644,22,Louisiana,LA,22069,Natchitoches Parish,22069000200,Census Tract 2; Natchitoches Parish; Louisiana,82.257331092894,3089,1845,1397,1237,139,361,657,233,588,548,718,123,0,1061,41,865,0,83,0,0.8839,0.9175,0.5465,0.9341,0.5433,3.8253,0.8713,0.6417,0.2655,0.9254,0.7532,0.0,2.5858,0.5664,0.5156,0.5156,0.5156,0.4056,0.9871,0.0,0.5759,0.0,1.9686,0.367,8.8953,0.6906,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,2206,371,797,0,0,95,0,99,70,25769805667,31.757420736363642,-93.09047580000001,2206995308,22069,71019,37.55288384583694,0.02970126910766295,0.01937355819220367,0.1165426149640922,-0.04704759326895948,-0.022749718400992328,-0.03694722840388371,-0.0026106766251971177,0.019556353210055822,-0.17360732403172335,-0.02928126240208023,0.0034541702033542357,0.12163278699832336,-0.08208695035304364,-0.012385362061209841,-0.26472905330033447
394692,5,"Houston, TX",msa,TX,HOUSTON,61.0,77091,HARRIS,29.798469954977577,-95.41810620663665,4820191835,48201,967395089002011,0.8024988777446985,48,Texas,TX,48201,Harris County,48201222502,Census Tract 2225.02; Harris County; Texas,1.301913936186,3719,1071,1071,1629,85,508,1300,1148,355,907,134,60,1263,3468,16,98,103,14,9,0.9086,0.4757,0.9309,0.9953,0.9816,4.2921,0.9579,0.1565,0.6746,0.0171,0.5491,0.9931,2.3904,0.4441,0.9319,0.9319,0.9319,0.3656,0.7805,0.9046,0.1713,0.4424,2.6644,0.6688,10.2788,0.8588,1,0,1,1,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0,1,7,4192,185,83,3319,65,0,0,1,0,51539617129,29.798469954977577,-95.41810620663665,4820191835,48201,77001,2856.5636303847655,-0.08270452303168808,-0.07123077552964904,-0.12091989106212826,-0.06902460811114845,-0.08898500656433186,-0.0766598733784408,-0.0770761122008441,-0.07388930953746671,-0.019358001112720055,-0.07116367490161629,-0.07409498628272261,-0.08525745816077177,-0.07955870165188501,-0.06832446758987555,-0.26462813207170915
394561,69,"El Paso, TX",msa,TX,EL PASO,63.0,77483,EL PASO,28.89679828461539,-95.95214393846155,4832192465,48321,967423274974736,0.9125937651047149,48,Texas,TX,48321,Matagorda County,48321730400,Census Tract 7304; Matagorda County; Texas,24.306002370866,2689,1270,1109,999,103,461,426,480,447,587,488,25,118,2176,108,21,85,105,84,0.8589,0.8218,0.8725,0.8783,0.8998,4.3313,0.9628,0.5127,0.5107,0.8147,0.2216,0.7533,2.813,0.7034,0.8525,0.8525,0.8525,0.6095,0.5935,0.8665,0.7313,0.8458,3.6466,0.9604,11.6434,0.9653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5495,229,888,1068,113,0,32,75,0,60129543436,28.89679828461539,-95.95214393846155,4832193915,48321,77419,110.63110909686765,-0.05332776098511636,-0.048990720033758,-0.07360164491535816,-0.054114230999093,-0.07228645878962928,-0.06278249884345255,-0.06003728402620682,-0.06800377666391696,0.19850029230798105,-0.04257814731576267,-0.004797451809294763,-0.08385857508603944,-0.028214326285629938,-0.0443743084417095,-0.2404078005044735
394514,4,"Dallas, TX",msa,TX,DALLAS,55.0,75237,DALLAS,32.81381150325578,-96.79673126945734,4811393682,48113,967784729651257,0.472214215664649,48,Texas,TX,48113,Dallas County,48113018105,Census Tract 181.05; Dallas County; Texas,1.244091686768,6033,1809,1674,1367,175,607,1714,2477,534,1378,387,51,651,5321,60,25,104,9,0,0.603,0.5424,0.7954,0.9896,0.9955,3.9259,0.8925,0.1345,0.5755,0.0937,0.2947,0.8959,1.9943,0.2196,0.896,0.896,0.896,0.4569,0.5741,0.8233,0.0819,0.0,1.9362,0.3535,8.7524,0.6706,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5495,105,603,4463,88,62,0,91,14,51539616005,32.81381150325578,-96.79673126945734,4811392792,48113,75006,4849.321046162607,-0.08370589974980526,-0.07107453667046681,-0.12233629520971939,-0.06861211860371214,-0.08904537052038232,-0.07675265301649856,-0.07694767920887359,-0.07419044085989061,-0.12677304170787768,-0.07134455847206332,-0.07361151582078154,-0.08551968481101917,-0.08058318916121222,-0.06840170739710558,-0.26472905330033447
395197,178,"Waco, TX",msa,TX,WACO,73.0,76311,MCLENNAN,33.920339879545445,-98.54643697045456,4848594215,48485,967911640123470,1.4630682019047974,48,Texas,TX,48485,Wichita County,48485011400,Census Tract 114; Wichita County; Texas,2.288529643234,2238,869,779,818,60,141,425,643,211,698,180,31,140,1372,15,159,3,42,0,0.84,0.6232,0.2777,0.9428,0.9752,3.6589,0.8333,0.1529,0.9248,0.176,0.3995,0.8205,2.4737,0.4977,0.7382,0.7382,0.7382,0.3776,0.8809,0.2644,0.5453,0.0,2.0682,0.4067,8.939,0.6967,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1727,176,179,1088,20,34,0,51,0,60129545198,33.920339879545445,-98.54643697045456,4848594215,48485,76301,977.9204768514186,-0.08178012288819608,-0.07045103267541131,-0.12120551933424314,-0.06805641765359793,-0.08859489943026398,-0.07555754926781717,-0.07654062314929924,-0.07358219600372175,-0.1236627499412046,-0.07087103264561864,-0.07339977100645638,-0.08410351752990972,-0.08187184848337284,-0.06735937614897919,-0.26472905330033447
395174,201,"Tyler, TX",msa,TX,TYLER,73.0,76311,SMITH,33.920339879545445,-98.54643697045456,4848594215,48485,967911640123470,1.4630682019047974,48,Texas,TX,48485,Wichita County,48485011400,Census Tract 114; Wichita County; Texas,2.288529643234,2238,869,779,818,60,141,425,643,211,698,180,31,140,1372,15,159,3,42,0,0.84,0.6232,0.2777,0.9428,0.9752,3.6589,0.8333,0.1529,0.9248,0.176,0.3995,0.8205,2.4737,0.4977,0.7382,0.7382,0.7382,0.3776,0.8809,0.2644,0.5453,0.0,2.0682,0.4067,8.939,0.6967,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1727,176,179,1088,20,34,0,51,0,60129545198,33.920339879545445,-98.54643697045456,4848594215,48485,76301,977.9204768514186,-0.08178012288819608,-0.07045103267541131,-0.12120551933424314,-0.06805641765359793,-0.08859489943026398,-0.07555754926781717,-0.07654062314929924,-0.07358219600372175,-0.1236627499412046,-0.07087103264561864,-0.07339977100645638,-0.08410351752990972,-0.08187184848337284,-0.06735937614897919,-0.26472905330033447
845162,535,"Granbury, TX",msa,TX,GRANBURY,72.0,76311,RUSK,33.920339879545445,-98.54643697045456,4848594215,48485,967911640123470,1.4080207582247892,48,Texas,TX,48485,Wichita County,48485011400,Census Tract 114; Wichita County; Texas,2.288529643234,2238,869,779,818,60,141,425,643,211,698,180,31,140,1372,15,159,3,42,0,0.84,0.6232,0.2777,0.9428,0.9752,3.6589,0.8333,0.1529,0.9248,0.176,0.3995,0.8205,2.4737,0.4977,0.7382,0.7382,0.7382,0.3776,0.8809,0.2644,0.5453,0.0,2.0682,0.4067,8.939,0.6967,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1727,176,179,1088,20,34,0,51,0,60129545198,33.920339879545445,-98.54643697045456,4848594215,48485,76301,977.9204768514186,-0.08178012288819608,-0.07045103267541131,-0.12120551933424314,-0.06805641765359793,-0.08859489943026398,-0.07555754926781717,-0.07654062314929924,-0.07358219600372175,-0.1236627499412046,-0.07087103264561864,-0.07339977100645638,-0.08410351752990972,-0.08187184848337284,-0.06735937614897919,-0.26472905330033447
395054,344,"San Angelo, TX",msa,TX,SAN ANGELO,78.0,76311,TOM GREEN,33.920339879545445,-98.54643697045456,4848594215,48485,967911640123470,1.7383054203048387,48,Texas,TX,48485,Wichita County,48485011400,Census Tract 114; Wichita County; Texas,2.288529643234,2238,869,779,818,60,141,425,643,211,698,180,31,140,1372,15,159,3,42,0,0.84,0.6232,0.2777,0.9428,0.9752,3.6589,0.8333,0.1529,0.9248,0.176,0.3995,0.8205,2.4737,0.4977,0.7382,0.7382,0.7382,0.3776,0.8809,0.2644,0.5453,0.0,2.0682,0.4067,8.939,0.6967,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1727,176,179,1088,20,34,0,51,0,60129545198,33.920339879545445,-98.54643697045456,4848594215,48485,76301,977.9204768514186,-0.08178012288819608,-0.07045103267541131,-0.12120551933424314,-0.06805641765359793,-0.08859489943026398,-0.07555754926781717,-0.07654062314929924,-0.07358219600372175,-0.1236627499412046,-0.07087103264561864,-0.07339977100645638,-0.08410351752990972,-0.08187184848337284,-0.06735937614897919,-0.26472905330033447
395094,319,"Sherman, TX",msa,TX,SHERMAN,69.0,76311,RUSK,33.920339879545445,-98.54643697045456,4848594215,48485,967911640123470,1.2428784271847644,48,Texas,TX,48485,Wichita County,48485011400,Census Tract 114; Wichita County; Texas,2.288529643234,2238,869,779,818,60,141,425,643,211,698,180,31,140,1372,15,159,3,42,0,0.84,0.6232,0.2777,0.9428,0.9752,3.6589,0.8333,0.1529,0.9248,0.176,0.3995,0.8205,2.4737,0.4977,0.7382,0.7382,0.7382,0.3776,0.8809,0.2644,0.5453,0.0,2.0682,0.4067,8.939,0.6967,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1727,176,179,1088,20,34,0,51,0,60129545198,33.920339879545445,-98.54643697045456,4848594215,48485,76301,977.9204768514186,-0.08178012288819608,-0.07045103267541131,-0.12120551933424314,-0.06805641765359793,-0.08859489943026398,-0.07555754926781717,-0.07654062314929924,-0.07358219600372175,-0.1236627499412046,-0.07087103264561864,-0.07339977100645638,-0.08410351752990972,-0.08187184848337284,-0.06735937614897919,-0.26472905330033447
